rel_error,abs_error,q_rel_error,true_delay,formula_delay,rho
0.05419688199701488,0.057316554134426934,0.9957387776896248,0.0575618379224081,0.00024528378798116535,0.1
0.062484170089810775,0.06667805175748431,0.9934287749189239,0.06711910651362607,0.0004410547561417566,0.12000000000000001
0.06984392198761673,0.07514288488939558,0.9904341448356937,0.07586863324654591,0.0007257483571503354,0.14
0.07346129275110382,0.0793744186613412,0.986102358506244,0.08049308266697408,0.0011186640056328745,0.16000000000000003
0.08175484297934688,0.08917979925110897,0.981942548595483,0.09081977288657761,0.001639973635468639,0.18000000000000002
0.09058693680256732,0.09984050285924617,0.9773794521431346,0.10215121940646732,0.0023107165472211477,0.2
0.09481883717690531,0.10508149159071811,0.9708701511020594,0.10823434160730705,0.0031528500165889373,0.22000000000000003
0.10148466339937849,0.113420232576257,0.9643791557070072,0.11760958530165055,0.004189352725393558,0.24000000000000002
0.10593044225303254,0.11912626583560071,0.9562948416942672,0.12457064562279219,0.005444379787191478,0.26
0.10810137202783594,0.12204522716254118,0.9461699349473702,0.12898869711953997,0.0069434699569987934,0.28
0.11302796301414637,0.12854167006673367,0.9365139538106942,0.13725547766127244,0.00871380759453877,0.30000000000000004
0.1175753116581747,0.13467813102924975,0.9258604026471206,0.14546267519832634,0.010784544169076593,0.32000000000000006
0.1212005458689926,0.13973477055852546,0.9137652506250364,0.15292195721269075,0.013187186654165295,0.3400000000000001
0.1253342920580238,0.14558034319526025,0.9012231139920275,0.16153640639597278,0.015956063200712522,0.3600000000000001
0.1258052309794633,0.14666267599943783,0.884620902152953,0.16579155618242392,0.019128880182986086,0.38
0.12866697870774726,0.15102585733763219,0.8690972875718143,0.17377324667481808,0.022747389337185897,0.4
0.1351418695581671,0.16045583735571167,0.8566141039286382,0.18731402695778954,0.026858189602077864,0.42000000000000004
0.13397116412434698,0.1595710037886504,0.8350799621556054,0.19108469969360442,0.03151369590495401,0.44000000000000006
0.13751209200854658,0.16529955546478958,0.8180195258138644,0.20207287264974472,0.036773317184955134,0.4600000000000001
0.14084987556625936,0.17094201717559976,0.8001146000441263,0.21364691653692147,0.04270489936132171,0.4800000000000001
0.14300072127799995,0.17510286314244827,0.7800051421161875,0.2244893702461841,0.04938650710373582,0.5000000000000001
0.14029061455658998,0.17247033193585182,0.751901223211263,0.22937897507235805,0.05690864313650623,0.5200000000000001
0.14293451986333885,0.1776750539823666,0.731016352415629,0.24305209233041492,0.06537703834804831,0.54
0.14626020781847712,0.18415150312528228,0.7108238686248199,0.2590676977146913,0.07491619458940901,0.56
0.14481229228334888,0.18384142950846782,0.6821185585069719,0.2695153609525913,0.0856739314441235,0.5800000000000001
0.14785057892251702,0.1904764542429056,0.660679782391509,0.2883037430832598,0.09782728884035419,0.6000000000000001
0.14605899687704715,0.19012761005308842,0.6301502589167494,0.30171789563321694,0.11159028558012851,0.6200000000000001
0.14570254595103246,0.1922508877897362,0.601771034280324,0.31947514393020726,0.12722425614047106,0.6400000000000001
0.14497874210390624,0.19415677930773811,0.5723816409815623,0.3392086073459375,0.14505182803819938,0.66
0.1450362064136869,0.1977115736256776,0.5443784850582142,0.36318770681125456,0.16547613318557697,0.68
0.14522309009808784,0.20200752948668033,0.5166231800648842,0.3910152259550368,0.18900769646835647,0.7000000000000001
0.14038499173546978,0.19863620646747737,0.47871177161872075,0.41493904734326237,0.216302840875785,0.7200000000000001
0.1432972414147688,0.208784731719597,0.45685482777975756,0.4570045428528311,0.2482198111332341,0.7400000000000001
0.1329464007793862,0.1971690901496541,0.40815669878312805,0.4830720425206567,0.2859029523710026,0.7600000000000001
0.12990238004450821,0.19870039418417806,0.3751802205788285,0.5296131919684435,0.3309127977842654,0.7800000000000001
0.1319198319333,0.21054074709979842,0.3532711354694581,0.595974949439368,0.3854342023395696,0.8000000000000002
0.13224173203056247,0.221372032346288,0.3284474626125972,0.6739952581317263,0.45262322578543834,0.8200000000000002
0.11449069998132597,0.19875197979499393,0.2700558707359213,0.7359661512019005,0.5372141714069065,0.8400000000000001
0.10998211901555051,0.20348098985637852,0.23935337659729178,0.8501279269551816,0.646646937098803,0.8600000000000001
0.12144605200855411,0.24789808553098114,0.2380842992364928,1.0412197962064695,0.7933217106754884,0.8800000000000001
0.09810588171796639,0.21750726991358205,0.17871435849623743,1.2170665622156003,0.9995592923020182,0.9000000000000001
